sale_id,product,category,price,quantity,total,date,store,city,has_anomaly,anomaly_types,anomaly_flags,anomaly_severity,anomaly_score,empty_count,severity_weight,anomaly,anomaly_method,anomaly_confidence
143.0,Bread,Dairy,31.36,0.0,-100,,Aziza,Ariana,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
144.0,Chicken,,25.06,0.0,error,,MG,Ariana,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
145.0,Milk,Fruits,25.62,0.0,-100,,Monoprix,Sousse,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
146.0,Bread,,32.13,0.0,error,,Aziza,Sousse,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
147.0,Rice,,32.21,0.0,error,,Monoprix,Sousse,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
148.0,Milk,Meat,15.93,0.0,,,Carrefour,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
149.0,Banana,,0.33,0.0,,,Carrefour,Sousse,True,category_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
150.0,Rice,,23.31,0.0,-100,,MG,Ariana,True,category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
151.0,Bread,Dry,0.5,0.0,error,,Monoprix,Sousse,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
152.0,Apple,Dry,29.95,0.0,-100,,Carrefour,Sousse,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
153.0,Apple,,35.86,0.0,error,,Carrefour,Ariana,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
154.0,Bread,Meat,22.76,0.0,-100,,Aziza,Sousse,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
155.0,Juice,Fruits,43.45,30.0,1303.5,,MG,Ariana,True,date_null|product_category_mismatch|quantity_statistical_outlier|total_statistical_outlier|unusual_quantity_spike|,6,high,36.53846153846154,1,50,-1,ensemble,2
156.0,Milk,,6.04,26.0,157.04,,Aziza,Ariana,True,category_null|date_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,2
157.0,Bread,Fruits,41.53,0.0,,2023-10-06,Aziza,Sfax,True,total_null|quantity_zero|order_no_items|product_category_mismatch|,6,high,36.53846153846154,1,50,-1,ensemble,1
158.0,Milk,Fruits,38.84,0.0,,,Carrefour,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
159.0,Milk,Meat,38.43,0.0,,,Carrefour,Tunis,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
160.0,Banana,Dairy,44.53,0.0,-100,,Monoprix,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
161.0,Bread,,31.53,0.0,error,2022-04-07,,Tunis,True,category_null|store_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,2,25,-1,ensemble,1
162.0,Rice,Fruits,46.45,10.0,464.5,,MG,Ariana,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,2
163.0,Milk,Dry,24.34,0.0,error,,MG,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
164.0,Chicken,Meat,3.84,0.0,error,,,Ariana,True,date_null|store_null|total_not_numeric|quantity_zero|order_no_items|,7,high,38.46153846153846,2,50,-1,ensemble,1
165.0,Chicken,Dairy,24.42,0.0,,,MG,Sousse,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
166.0,Apple,Meat,6.57,0.0,error,,MG,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
167.0,Rice,Meat,34.46,3.0,103.38,,MG,Ariana,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,1
168.0,Juice,Meat,19.93,-2.0,-39.86,,Carrefour,Ariana,True,date_null|quantity_negative|order_no_items|product_category_mismatch|,7,high,38.46153846153846,1,50,-1,ensemble,1
169.0,Banana,Meat,26.67,4.0,106.68,,,Ariana,True,date_null|store_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,1
170.0,Chicken,Dry,21.31,0.0,error,,Monoprix,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
171.0,Rice,Dry,46.96,11.0,516.5600000000001,,Aziza,Sfax,True,date_null|product_category_mismatch|quantity_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,2
172.0,Eggs,Dairy,17.06,0.0,-100,,MG,Sfax,True,date_null|quantity_zero|total_price_mismatch|order_no_items|,7,high,38.46153846153846,1,50,-1,ensemble,1
173.0,Juice,Dry,37.53,0.0,error,,Monoprix,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
174.0,Pasta,Dry,2.16,0.0,error,2023-03-08,Aziza,Sfax,True,total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,1,50,-1,ensemble,1
175.0,Milk,Meat,48.69,0.0,,,,Ariana,True,total_null|date_null|store_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
,Eggs,Meat,48.59,0.0,,,,Sousse,True,sale_id_null|total_null|date_null|store_null|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,4,50,-1,ensemble,1
,Milk,Dairy,13.31,0.0,error,,MG,Ariana,True,sale_id_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
178.0,Chicken,Fruits,48.24,0.0,error,,,Ariana,True,date_null|store_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
179.0,Eggs,Dairy,12.45,0.0,,,MG,Tunis,True,total_null|date_null|quantity_zero|order_no_items|,5,high,34.61538461538461,2,50,-1,ensemble,1
180.0,Banana,Meat,45.94,0.0,error,,Aziza,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
181.0,Pasta,Fruits,25.56,25.0,639.0,,Monoprix,Sfax,True,date_null|product_category_mismatch|quantity_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,2
,Banana,Fruits,33.83,24.0,811.92,,MG,Ariana,True,sale_id_null|date_null|product_category_mismatch|quantity_statistical_outlier|total_statistical_outlier|,6,high,36.53846153846154,2,50,-1,ensemble,2
183.0,Bread,Fruits,1.8,2.0,3.6,2023-05-01,,Sousse,True,store_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,2
184.0,Apple,,49.89,0.0,-100,,Monoprix,Ariana,True,category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
,Chicken,Dairy,10.64,0.0,,,Monoprix,Tunis,True,sale_id_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
186.0,Pasta,Dry,29.56,0.0,error,,,Ariana,True,date_null|store_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
187.0,Eggs,Fruits,42.48,0.0,error,,Carrefour,Ariana,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
188.0,Rice,Dairy,3.87,10.0,-38.7,,Monoprix,Tunis,True,date_null|total_price_mismatch|product_category_mismatch|,6,high,36.53846153846154,1,50,-1,ensemble,1
189.0,Rice,Meat,44.71,0.0,error,,Aziza,Ariana,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
190.0,Rice,Dairy,36.61,0.0,-100,,Carrefour,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,1,25,-1,ensemble,1
191.0,Pasta,Fruits,30.62,0.0,error,,MG,Ariana,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
,Pasta,Meat,3.17,0.0,-100,,MG,Tunis,True,sale_id_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
,Milk,,0.92,0.0,-100,,MG,Sousse,True,sale_id_null|category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,11,high,46.15384615384615,3,50,-1,ensemble,1
,Juice,Dairy,1.27,26.0,33.02,,Carrefour,Ariana,True,sale_id_null|date_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,2
195.0,Banana,Meat,27.3,0.0,,,Monoprix,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
,Banana,Dairy,18.86,-2.0,-37.72,,Monoprix,Ariana,True,sale_id_null|date_null|quantity_negative|order_no_items|product_category_mismatch|,8,high,40.38461538461539,2,50,-1,ensemble,1
197.0,Rice,,34.93,0.0,,,Carrefour,Sfax,True,category_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
,Bread,Dairy,33.28,9.0,299.52,2024-12-09,Monoprix,Ariana,True,sale_id_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,2
199.0,Juice,Fruits,0.26,26.0,-6.76,,Carrefour,Sfax,True,date_null|total_price_mismatch|product_category_mismatch|quantity_statistical_outlier|,7,high,38.46153846153846,1,50,-1,ensemble,2
200.0,Pasta,Dry,20.93,0.0,,,,Ariana,True,total_null|date_null|store_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
201.0,Bread,Dry,48.87,0.0,-100,,Aziza,Ariana,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,1,25,-1,ensemble,1
202.0,Pasta,Fruits,34.29,30.0,1028.7,,MG,Ariana,True,date_null|product_category_mismatch|quantity_statistical_outlier|total_statistical_outlier|unusual_quantity_spike|,6,high,36.53846153846154,1,50,-1,ensemble,2
203.0,Bread,Dry,29.25,0.0,error,2022-12-02,MG,Sfax,True,total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,1,50,-1,ensemble,1
204.0,Apple,,7.08,0.0,-100,,Aziza,Ariana,True,category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
205.0,Chicken,Dry,38.99,0.0,,,Aziza,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,9,medium,29.807692307692307,2,25,-1,ensemble,1
206.0,Pasta,Dairy,38.64,0.0,error,,Carrefour,Sousse,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
207.0,Eggs,Fruits,40.54,29.0,1175.66,,Carrefour,Sfax,True,date_null|product_category_mismatch|quantity_statistical_outlier|total_statistical_outlier|unusual_quantity_spike|,6,high,36.53846153846154,1,50,-1,ensemble,2
208.0,Apple,Dry,9.18,0.0,-100,2023-02-07,,Tunis,True,store_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
,Pasta,Dry,47.95,4.0,191.8,,Monoprix,Tunis,True,sale_id_null|date_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,2
210.0,Chicken,Fruits,35.06,0.0,,,MG,Sousse,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
211.0,Apple,Dry,48.33,-3.0,-144.99,,,Sfax,True,date_null|store_null|quantity_negative|order_no_items|product_category_mismatch|,8,high,40.38461538461539,2,50,-1,ensemble,2
,Chicken,Dry,14.84,12.0,178.07999999999998,,Monoprix,Ariana,True,sale_id_null|date_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
213.0,Rice,Dry,47.35,0.0,-100,,Monoprix,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
214.0,Bread,Dairy,13.61,22.0,299.41999999999996,,Carrefour,Sfax,True,date_null|product_category_mismatch|quantity_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,1
215.0,Milk,,48.5,0.0,-100,,Carrefour,Sousse,True,category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
216.0,Eggs,Dry,19.54,0.0,,,Monoprix,Sousse,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
,Chicken,Dry,34.88,0.0,-100,,,Sousse,True,sale_id_null|date_null|store_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,13,medium,37.5,3,25,-1,ensemble,2
218.0,Eggs,Dairy,3.47,13.0,-45.11,,Carrefour,Sousse,True,date_null|total_price_mismatch|quantity_statistical_outlier|,5,critical,59.61538461538461,1,100,-1,ensemble,1
219.0,Juice,Meat,1.81,0.0,-100,,MG,Sfax,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
220.0,Juice,,7.86,0.0,-100,,Carrefour,Sousse,True,category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
221.0,Chicken,Dry,0.39,0.0,error,,Aziza,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
222.0,Bread,Meat,32.23,0.0,-100,,,Ariana,True,date_null|store_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
223.0,Pasta,Dry,35.24,23.0,810.5200000000001,2024-01-11,Aziza,Ariana,True,product_category_mismatch|quantity_statistical_outlier|total_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,2
224.0,Juice,,1.49,0.0,,2022-08-03,,Sousse,True,category_null|total_null|store_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
225.0,Rice,Dairy,1.65,15.0,24.75,,MG,Sousse,True,date_null|product_category_mismatch|quantity_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,2
226.0,Banana,Meat,21.73,6.0,130.38,,MG,Sfax,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,1
227.0,Pasta,Dairy,1.73,19.0,32.87,,,Sousse,True,date_null|store_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
228.0,Chicken,Dry,21.14,5.0,105.7,,Aziza,Sfax,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,1
229.0,Chicken,Dairy,38.99,0.0,-100,,,Tunis,True,date_null|store_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
230.0,Banana,Dairy,42.63,0.0,-100,,Monoprix,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
231.0,Pasta,,44.33,0.0,,,MG,Sfax,True,category_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
232.0,Pasta,Dairy,39.38,0.0,,,MG,Ariana,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
233.0,Juice,Meat,16.01,2.0,32.02,,Monoprix,Sfax,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,1
234.0,Bread,Fruits,11.87,0.0,-100,,Monoprix,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
,Rice,Dairy,12.6,0.0,,,Carrefour,Sfax,True,sale_id_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
236.0,Apple,Dry,22.97,0.0,-100,,MG,Ariana,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
237.0,Pasta,Dairy,17.41,11.0,191.51,,,Sfax,True,date_null|store_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
238.0,Rice,Dry,0.39,29.0,-11.31,2024-04-02,Monoprix,Ariana,True,total_price_mismatch|product_category_mismatch|quantity_statistical_outlier|unusual_quantity_spike|,7,high,38.46153846153846,1,50,-1,ensemble,2
239.0,Juice,Dry,2.7,0.0,error,,Carrefour,Ariana,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
240.0,Rice,Meat,41.33,0.0,error,,Monoprix,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
,Bread,Fruits,34.88,0.0,-100,,MG,Sousse,True,sale_id_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,12,medium,35.57692307692308,2,25,-1,ensemble,1
242.0,Apple,Meat,13.79,0.0,,2022-02-02,Carrefour,Ariana,True,total_null|quantity_zero|order_no_items|product_category_mismatch|,6,high,36.53846153846154,1,50,-1,ensemble,1
243.0,Eggs,Dry,25.57,0.0,error,,Aziza,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
244.0,Rice,,14.69,0.0,error,,MG,Sfax,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
,Milk,Meat,32.43,19.0,616.17,,Monoprix,Ariana,True,sale_id_null|date_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
246.0,Milk,Meat,22.11,10.0,221.1,,MG,Ariana,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,1
247.0,Apple,,31.97,8.0,255.76,,MG,Sfax,True,category_null|date_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,1
248.0,Banana,Fruits,41.62,0.0,-100,,Carrefour,Ariana,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
249.0,Milk,Meat,18.79,0.0,-100,,Aziza,Sousse,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
250.0,Apple,Dairy,10.29,0.0,error,,Aziza,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
,Milk,Fruits,48.8,24.0,1171.1999999999998,2023-08-02,MG,Sousse,True,sale_id_null|product_category_mismatch|quantity_statistical_outlier|total_statistical_outlier|,5,high,34.61538461538461,1,50,-1,ensemble,2
,Bread,Dairy,21.4,0.0,,,Carrefour,Ariana,True,sale_id_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
253.0,Milk,Meat,23.58,12.0,282.96,,,Tunis,True,date_null|store_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
,Milk,Dairy,15.76,1.0,15.76,,MG,Ariana,True,sale_id_null|date_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,1
,Milk,,2.13,0.0,error,,,Tunis,True,sale_id_null|category_null|date_null|store_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,11,high,46.15384615384615,4,50,-1,ensemble,1
256.0,Rice,,29.06,0.0,,,,Sfax,True,category_null|total_null|date_null|store_null|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,4,50,-1,ensemble,1
257.0,Bread,,38.42,0.0,error,,MG,Ariana,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
258.0,Pasta,Fruits,8.37,-1.0,-8.37,,,Sousse,True,date_null|store_null|quantity_negative|order_no_items|product_category_mismatch|,8,high,40.38461538461539,2,50,-1,ensemble,1
259.0,Juice,Fruits,3.11,0.0,,,Carrefour,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,9,medium,29.807692307692307,2,25,-1,ensemble,1
260.0,Juice,Dairy,18.21,9.0,163.89000000000001,,Monoprix,Ariana,True,date_null|product_category_mismatch|,3,high,30.76923076923077,1,50,-1,ensemble,1
261.0,Pasta,,33.08,0.0,error,,Monoprix,Tunis,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
262.0,Milk,Dry,7.07,0.0,,,,Sfax,True,total_null|date_null|store_null|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,3,50,-1,ensemble,1
263.0,Chicken,Dry,6.29,8.0,50.32,,MG,Tunis,True,date_null|product_category_mismatch|exact_duplicate_row|,5,medium,22.115384615384617,1,25,-1,ensemble,1
264.0,Eggs,Meat,19.22,20.0,384.4,2023-12-02,MG,Sfax,True,product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|,5,medium,22.115384615384617,1,25,-1,ensemble,1
265.0,Banana,Fruits,13.69,12.0,164.28,,MG,Tunis,True,date_null|product_category_mismatch|quantity_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,1
,Eggs,Dry,31.02,0.0,error,,Monoprix,Sousse,True,sale_id_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
267.0,Juice,,43.49,1.0,43.49,,Monoprix,Ariana,True,category_null|date_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,2
268.0,Chicken,,18.62,12.0,223.44,,MG,Sfax,True,category_null|date_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
,Banana,Fruits,41.83,28.0,1171.24,,Monoprix,Ariana,True,sale_id_null|date_null|product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|total_statistical_outlier|,8,medium,27.884615384615387,2,25,-1,ensemble,2
270.0,Juice,Meat,22.42,26.0,582.9200000000001,,Aziza,Ariana,True,date_null|product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|,6,medium,24.03846153846154,1,25,-1,ensemble,1
271.0,Rice,,30.74,10.0,307.4,,Aziza,Sfax,True,category_null|date_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,1
272.0,Rice,,3.65,0.0,-100,,MG,Ariana,True,category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,10,high,44.23076923076923,2,50,-1,ensemble,1
273.0,Milk,Dry,23.17,0.0,error,,Aziza,Sousse,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
274.0,Rice,Dairy,4.88,0.0,error,,MG,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
275.0,Bread,Dairy,1.08,0.0,error,,MG,Sousse,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
276.0,Banana,Fruits,33.81,0.0,error,,MG,Sousse,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
277.0,Milk,Dry,30.98,0.0,-100,2023-10-04,Aziza,Sfax,True,quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
278.0,Juice,Dry,34.74,0.0,,2023-04-10,Aziza,Ariana,True,total_null|quantity_zero|order_no_items|product_category_mismatch|,6,high,36.53846153846154,1,50,-1,ensemble,1
279.0,Juice,Dairy,15.61,0.0,error,,MG,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
280.0,Rice,,11.48,0.0,error,2022-12-10,MG,Ariana,True,category_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,8,high,40.38461538461539,1,50,-1,ensemble,1
281.0,Rice,Dairy,24.4,0.0,,,MG,Tunis,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
282.0,Juice,Fruits,3.24,28.0,-90.72,,Aziza,Sousse,True,date_null|total_price_mismatch|product_category_mismatch|quantity_statistical_outlier|,7,high,38.46153846153846,1,50,-1,ensemble,2
283.0,Banana,,1.15,0.0,error,,MG,Ariana,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
284.0,Bread,Fruits,24.5,0.0,error,2024-07-03,Monoprix,Sfax,True,total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,1,50,-1,ensemble,1
285.0,Pasta,Fruits,28.2,0.0,,,MG,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
286.0,Pasta,Dairy,40.35,0.0,-100,,Aziza,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
,Pasta,Meat,33.52,0.0,error,,Monoprix,Ariana,True,sale_id_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|,9,high,42.30769230769231,2,50,-1,ensemble,1
