Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,has_anomaly
TXN_7354091,CUST_22,Patisserie,Nan,20.0,6.0,120.0,Dsgital Wallet,In-Store,2024-04-28,True,True
TXN_8697140,CUST_03,Beverages,Nab,,6.0,129.0,Digital Wallet,Onlpne,2022-11-08,True,True
TXN_3077868,CUST_02,Milk Products,Item_14_Milk,,1.0,24.5,Crldit Card,In-Store,,False,True
,CUST_17,Patisserie,Item_20_Pat,-33.5,4.0,134.0,Credit Crrd,In-Store,2022-12-17,False,True
TXN_3066671,CUST_07,Furniture,Item_22_Fur,36.5,-5.0,182.5,Digital Wallet,In-Store,2023-08-05,False,True
TXN_1518573,CUST_1M,Furhiture,Item_24_Fur,39.5,4.0,158.0,Digital Wallet,Online,,True,True
TXN_5311325,CUST105,Computers And Electric Accessories,Nan,24.5,6.0,147.0,Credit Card,In-Store,2022-08-28,False,True
TXN_8437627,CUST_05,Furniture,Item_6_Fub,12.5,-10.0,125.0,Credit Card,In-Store,2024-07-12,False,True
TXN_D833011,CUST_10,Computers And Electric Accessories,Item_12_Cea,21.5,4.0,86.0,Digital Wallet,Online,2023-06-16,False,True
TXN82663704,,Electric Household Essentials,Item_17_Ehe,29.0,,58.0,Cash,In-Store,2022-11-22,False,True
TXN_2069336,CUST_21,Food,Item_7_Food,14.0,3.0,-42.0,Cash,Online,,False,True
TXN_8615080,CUST_14,Milk Producqs,Item_17_Milk,29.0,6.0,174.0,Cash,Online,2022-06-14,True,True
TXN_6615723,CUST_22,Milk Products,Item_6_Milk,12.5,8.0,-100.0,Digital Wallet,Online,2022-02-27,False,True
TXN_9646389,CUST_22,Beverages,Nan,27.5,11.315799943732904,165.0,Credit Card,In-Store,2022-02-17,True,True
TXN_9731608,,Patisserie,Item_1_Pft,5.0,,15.0,Cash,Online,2024-01-01,False,True
TXN_4324046,CUST_17,Beverages,Item_20_Bev,33.5,6.0,201.0,Digital Wallel,In-Store,2022-12-02,True,True
TXN_3192489,CUST_02,Beverages,Item_2_Bfv,6.5,7.0,45.5,Cash,In-Store,2022-10-09,False,True
TXN_5141030,CUST_11,Computers And Electric Accessories,Nan,23.0,9.0,242.3624713006473,Casg,In-Store,2023-11-20,True,True
TXN_2848161,CUST_04,Fuhniture,Item_23_Fur,-38.0,1.0,38.0,Czsh,In-Store,2024-10-09,True,True
TXN_5100596,CUST_04,Butchers,Item_13_Bst,-23.0,10.0,230.0,Credit Card,Online,2022-06-14,True,True
TXN_2321189,CUSC_16,Butchefs,Item_22_But,36.5,10.0,-365.0,Digital Wallet,In-Store,2023-09-21,True,True
TXN_5592067,CUST_20,Butchbrs,Item_20_But,33.5,1.0,62.90767916113114,Digital Wallet,Online,2023-02-10,False,True
TXN_6651159,CUST_15,Computers And Electric Accessories,Item_19_Cea,32.0,-7.0,-224.0,Credit Card,Onljne,2022-12-22,False,True
TXN_4199715,OUST_23,bood,Item_6_Food,12.5,5.0,62.5,Digital Wallet,Olline,2024-05-06,False,True
TXK_6510149,CUST_01,Electric Household Essentials,Item_12_Ehe,21.5,8.0,172.0,Credit Card,In-Store,2024-08-19,True,True
TXN_5219312,CUST_04,Butchers,Item_12_Bht,21.5,6.0,129.0,Credit Card,Online,,True,True
TXN_7536902,C3ST_02,Beveraaes,Item_12_Bev,21.5,2.0,43.0,Cash,Online,2023-02-01,False,True
TXN_5553241,CUST_20,Electric Houiehold Essentials,Item_15_Ehe,26.0,3.3317295977921524,130.0,Cash,Online,2024-08-20,False,True
TXN_1235721,CUST_20,Electric Houjehold Essentials,Item_16_Ehe,27.5,3.0,148.950663598721,Credit Card,In-Store,,True,True
,CUST_22,Fohd,Item_22_Food,36.5,,255.5,Cash,Online,2025-01-06,False,True
TXN_3220505,CUST_13,Furniture,Item_15_Fur,16.51513701187836,10.0,260.0,Cash,Online,2022-10-23,True,True
TXN_6115131,CUST_11,Electric Household Essentials,Item_8_Ehe,15.5,7.0,108.5,Credit Card,Ogline,2024-11-27,False,True
TXN_6053836,CUST_11,Furnjture,Item_11_Fuz,20.0,1.0,20.0,Cash,In-Store,2023-12-12,True,True
TXN_1402550,CUST_15,Patisserie,gan,-29.0,6.0,,Credit Card,Online,2024-05-01,False,True
TXN_9416079,CUST_24,Patisserie,Item_1_Pat,,2.697825219425254,20.0,Cash,Online,2022-03-05,False,True
TXN_6685616,CUST_08,Butchers,Item_2_But,6.5,2.0,13.0,Credit Card,In-Store,,True,True
,CUST_02,Butchers,Item_18_But,30.5,9.0,333.49366932051845,Digital Wallet,Online,2024-02-20,True,True
TXN_8381171,CUST_03,Food,Item_6_Food,12.5,8.0,,Cash,In-Store,2023-03-19,True,True
TXN_9434303,CUST_15,Food,Nan,,6.0,138.0,Digital Wallet,In-Store,2023-09-30,True,True
TXN_2449565,CUST_08,pood,Item_5_Food,11.0,5.0,55.0,Crednt Card,In-Store,2024-06-12,False,True
TXN_5308350,CUST_19,Food,Item_12_oood,21.5,,215.0,Cash,In-Store,2022-01-18,False,True
TXN_7670020,CUST_13,Food,Item_3_tood,8.0,6.0,48.0,Digital Wallet,Online,2023-03-20,False,True
TXN_6739031,,Butchers,Nan,6.5,6.0,39.0,Dijital Wallet,InbStore,2022-04-04,False,True
TXN_5459334,CUST_20,Food,Item_14_Food,18.432021206610965,5.0,122.5,Credit Card,Onyine,,True,True
TXN_2497415,CUST_05,Furniture,Item_21_Fur,35.0,5.082587561634688,,Cash,Online,2024-09-12,True,True
TXN_3434264,,Butchers,Nan,-23.0,5.0,115.0,Digital Wallet,Online,2023-07-11,False,True
TXN_6980149,CUST_08,Patisserie,Item_12_Pat,21.5,11.613464147811348,150.5,Digital Wallet,Online,2023-07-08,False,True
TXN_5458562,CUST_21,Computers And Electric Accessories,Nan,23.0,6.0,,Digital Wallet,InnStore,2024-05-23,False,True
TXN_2070726,CUST_22,Migk Products,Item_6_Milk,,5.0,62.5,Digital Wallet,In-Store,,False,True
TXN_4832015,CUST_12,Bevqrages,Item_18_Bkv,-30.5,8.0,244.0,Credit Card,In-Store,2024-03-28,True,True
TXN_2714155,CUST_18,Computers And Electric Accessories,Item_8_Cea,15.5,,15.5,Digital Wallet,Online,2023-06-03,False,True
TXN_5984083,CUST_20,Computers And Electric Accessories,Nxn,23.0,6.0,138.0,Credit Card,In-Store,2023-03-07,True,True
TXN_3362535,CUST_21,Furniture,Item_11_Fur,20.0,-1.0,20.0,Cash,Onlite,2024-02-03,True,True
TXN_8805006,CUS8_12,Patisserie,Item_7_Pat,14.0,2.0,28.0,Credit Card,Online,2022-01-13,False,True
TXN_6045260,CUST_25,Beverages,Item_11_Bev,,3.0,60.0,Digital Wallet,In-Store,2024-07-01,False,True
TXN_5704093,CUST_09,Electric Househuld Essentials,Item_4_Ehe,,8.0,76.0,Digital Wallet,Online,2024-04-23,False,True
TXN_2882366,CUST_25,Food,Iteo_15_Food,,10.0,260.0,Digital Wallet,Online,2023-01-23,True,True
TXN_6531036,8UST_17,Milk Products,Item_1_Milk,2.88422003739584,4.0,20.0,Cash,Onlune,2023-07-07,False,True
TXN_9460532,CUST_12,Computers And Electric Accessories,Item_20_Cea,-33.5,7.0,415.9137720066436,Digital Wallet,In-Store,2022-06-08,True,True
TXN_4043491,CUST_F2,Food,Item_17_Food,29.0,3.0,,Credit Card,Il-Store,2023-07-11,True,True
,CUST_05,Electric Househwld Essentials,Item_20_Ehe,33.5,-1.0,33.5,Cash,Online,2022-08-12,True,True
TXN_5502375,7UST_03,Butchers,Item_1_But,5.0,7.0,35.0,Cash,Online,2024-06-20,True,True
TXN_1312186,CUST_17,Computers And Electric Accessuries,Item_6_Cea,12.5,,25.0,Credit Card,Online,2024-12-24,True,True
TXN_9365954,CUST_24,Furninure,Item_20_Fur,18.421626383121392,6.0,-201.0,Digital Wallet,In-Store,2024-03-29,False,True
TXN_7942853,CUST_09,Patisserie,Item_20_Pat,33.5,2.0,67.0,Credit Card,In-otore,2023-12-05,False,True
,CUST_19,Milk Products,Item_19_Milk,32.0,4.0,-128.0,Digital Wallet,In-Store,2023-09-19,False,True
TXN_8157793,,Furniture,Item_24_Fur,39.5,10.0,395.0,Digital Wallet,Online,2024-06-28,False,True
TXN_3671598,CUST_23,Food,Itfm_9_Food,17.0,4.0,68.0,Digital Wallet,Online,2023-07-15,True,True
TBN_1803617,CUST_07,Furniture,Item_23_Fur,38.0,1.0,,Digital Wallep,Online,2024-11-15,False,True
TXN_9C81338,CUST_19,Furniture,Item_20_Fur,33.5,7.0,282.82864236321643,Credit Card,In-Store,,False,True
TXN_7017414,,Beverages,Item_21_Bev,35.0,3.0,105.0,Cash,In-Store,2022-08-03,False,True
TXN_6877428,CUST_10,Butchers,Item_21_But,35.0,5.0,175.0,Digital Waltet,Online,2022-04-19,True,True
TXN_4122441,CUST_24,Patisaerie,Item_17_Pat,29.0,,29.0,Cash,Online,2022-05-14,False,True
,CUST_13,Computers And Electric Accessories,Item_20_Cea,-33.5,6.0,201.0,Digital Waloet,Online,2024-12-03,True,True
TXN_3624114,CUST_21,Milk Products,Item_5mMilk,11.0,4.0,-44.0,Cash,In-Store,2024-10-02,True,True
TXN_1360187,CUST_08,Beverages,Item_17_Bev,29.0,1.0,29.0,yash,In-Store,2023-09-05,False,True
TXN_9413476,CUST_25,Electric Household Essentials,Item_9_Ehe,17.0,1.0,-17.0,Credit Card,In-Store,2023-08-17,False,True
TXN_1135069,CUST_01,Computers Ayd Electric Accessories,Item_10_Cea,18.5,2.0,37.0,Digital Wallet,Onlice,2024-12-15,True,True
TXN_33U3826,,Computers And Electric Accessories,Item_21_Cea,35.0,4.0,140.0,Creyit Card,Online,2024-06-16,True,True
TXN_9629561,CUST_11,Electric Household Essentials,Item_6_Ehe,12.5,5.0,62.5,Cash,In-Store,,False,True
,CUST_05,MilktProducts,Item_5_Milk,11.0,8.0,121.52521942954992,Credit Card,In-Store,2023-10-31,True,True
TXN_2027461,CUST_15,Electrwc Household Essentials,Item_11_Ehe,20.0,7.0,140.0,Cash,In-Store,2022-11-24,False,True
TXN_B489499,PUST_12,Butchers,Item_23_But,38.0,3.0,114.0,Credit Card,jnline,2024-04-28,True,True
TXN_9001718,,Butchers,Item_2_But,6.5,5.0,45.44220197019779,Credit Card,In-Store,2024-11-18,False,True
TXN_2458841,,Furniture,Item_24_Fur,39.5,5.0,197.5,Digital Wallet,Online,2023-05-19,False,True
TXN_6371483,CUST_09,Milr Products,Item_3_Milk,8.0,7.0,56.0,Credit Card,IniStore,,False,True
TXN_5944536,CUST_02,Boverages,Nan,,9.0,207.0,Credit Card,InzStore,2024-04-02,False,True
,CUST_04,Computers And Electric Accessories,mtem_8_Cea,15.5,10.0,,Cash,Online,2022-07-10,True,True
TXN_8239509,CUST_09,Computers And Electric Accessories,Item_16_Cea,,2.0,55.0,Cash,Ik-Store,2024-08-13,False,True
,CUST_11,Furnyture,Item_5_Fux,11.0,1.0,11.0,Digital Wallet,Online,2022-03-02,False,True
,CUST_09,Patisserie,Item_20yPat,33.5,3.0,100.5,Digital Wallet,In-Store,2022-08-12,False,True
TXN_5717466,CUST_08,Food,Item_11bFood,20.0,9.0,180.0,Digital Wallet,In-Store,2024-06-14,False,True
TXN_2519309,CUST_20,Butchers,Item_12_But,-21.5,6.0,-129.0,oredit Card,Online,2024-10-03,True,True
7XN_9550434,CUST_08,Furniture,Item_15_Fur,26.0,3.0,78.0,Cash,In-Store,2024-10-18,False,True
TXN_5486919,CUST_12,Food,Item_1e_Food,24.5,10.0,245.0,Casr,Online,2022-07-27,False,True
TXN_6806724,CUST_14,Furniture,Item_4_Fur,16.754874127013437,4.0,38.0,Digital Wallet,Online,2024-04-13,False,True
TXN_9017801,CUST_V6,Milk Preducts,Nan,36.5,6.0,219.0,Credit Card,Online,2022-01-29,False,True
TXN_1319354,CUST_06,Milk Products,Item_20_Milk,-33.5,9.0,301.5,Dcgital Wallet,In-Store,,False,True
TXN_4975949,CUSH_23,Patisserie,Itzm_16_Pat,27.5,3.0,82.5,Cash,Online,2022-03-10,True,True
TXN_3455432,,Food,Item_12_Food,21.5,7.0,-150.5,Credit Card,In-Store,2022-10-22,False,True
,CUST_07,Electric Household Essentials,Item_15_Ehe,26.0,5.0,130.0,Credit Card,Online,2024-09-08,False,True
TXN_3581464,CUST_11,Furniture,Item_8_Fur,15.5,7.0,108.5,Digital Wallet,Io-Store,2022-01-07,True,True
TXN_4290067,CUST_03,Milk Products,Item_4_Milk,9.5,10.0,95.0,Casg,Online,2023-07-04,False,True
TXN_560280L,,Butchers,Item_16_But,-27.5,8.0,220.0,Credit Card,Online,2024-04-21,False,True
TXN_2826177,CUST_14,Electric Household Essentials,Item_21_Ehe,-35.0,-2.0,70.0,Cash,Online,,True,True
TXN_5521089,,Milk Products,Item_17_Milk,-29.0,3.0,87.0,Digital Wallet,In-Store,2024-06-21,True,True
TXN_9237182,CUST_12,Milo Products,Item_h7_Milk,29.0,8.0,232.0,figital Wallet,Online,2023-09-16,False,True
TXN_6593922,CUST_18,Food,Item_14_Food,,9.0,,Credit Card,Online,,False,True
TXN_4011197,CUST_06,Fohd,Item_13_Food,23.0,5.0,115.0,Cash,In-Store,,True,True
TXN_2748100,CUST_06,Beverages,Item_20_Bev,33.5,,100.5,Cabh,In-Store,2023-05-03,False,True
TXN_8463949,CUST_12,Butchers,Item_10_But,18.5,,92.5,Credit Card,In-Stoie,2022-04-16,False,True
TXN_920590B,CUST_23,Milk Products,Item_y3_Milk,38.0,7.0,266.0,Credit Card,In-Store,2022-11-11,True,True
,CUST_17,Butchers,Item_13_But,,6.0,138.0,Digital Wallet,In-Store,2023-08-12,False,True
TXN_2161304,C7ST_25,Beverages,Item_17_Bev,29.0,9.0,261.0,Credit Card,Online,,False,True
TXN_9532162,C1ST_16,Beverages,Item_16_Bev,27.5,1.0,-27.5,mredit Card,In-Store,2023-09-23,False,True
TXX_3499944,CUST_02,Furniture,Item_12_Fur,21.5,2.0,43.0,Digital Wallet,In-Store,,False,True
TXN_4454635,CUST_02,Food,Item_18_Food,-30.5,10.0,305.0,Cafh,In-Store,2024-10-23,False,True
,CUST_13,Electric Household Essentials,Item_16_Ehe,27.5,9.0,333.0145450877504,Cradit Card,In-Store,2022-08-07,False,True
TXN_5017130,CUST008,Food,Nan,23.0,5.0,-115.0,Credit Card,In-Store,2024-04-01,False,True
TXN_2234088,CUST_12,Milk Products,Item_2_Milk,6.5,7.0,45.5,Cash,In-Stmre,2023-06-07,False,True
TXN_7783626,,Computers And Electric Accessories,Nan,5.0,6.0,30.0,Casm,Onliqe,2022-07-13,False,True
TXN_2442220,,Patisserie,Item_17_Pat,29.0,7.0,203.0,Digital Wallet,Online,2022-03-29,True,True
TXN_9233022,CUST_24,hood,Item_10_Food,23.82407431335373,6.0,111.0,Cash,Online,2023-06-13,False,True
TXN_P407194,CUST_25,Computers And Electric Accessories,Item_10_Cea,18.5,5.0,92.5,Cash,In-Store,2024-09-29,False,True
TXN_7472803,CUST_02,Computers And Electric Accessories,Item_19_Cea,32.0,-9.0,288.0,Digital Wallet,Online,2023-06-10,False,True
,CUST_24,Milk Products,atem_1_Milk,5.0,2.0,10.0,Credit Card,InmStore,2024-02-14,False,True
TXN_6934967,CUST_23,Computers And Electric Accessories,Itemj24_Cea,39.5,8.0,316.0,Cash,In-Store,2022-12-17,False,True
TXN_9282140,CUST_20,Milk Products,Item_23_Milk,38.0,5.0,190.0,Digital Wallet,Online,2024-10-28,False,True
TXN_4974891,TUST_07,Electric Household Essentials,Item_20_Ehe,33.5,3.0,100.5,Credit Card,Online,2023-06-25,True,True
TXN_3425466,CUST_20,Bgtchers,Item_23_But,25.73790009283209,9.0,342.0,Digital Wallet,Onlins,2023-07-01,True,True
TXN_856U061,CUST_13,Butchers,Item_7_But,14.0,3.0,42.0,Cash,In-Store,2023-02-15,False,True
,CUST_19,Food,Item_18_Food,30.5,10.0,305.0,Cash,In-Store,2022-07-08,True,True
TXN_8070639,CUSU_03,Computers And Electric Accessories,Item_15_Cea,26.0,8.0,208.0,Digital Wallet,Online,2024-07-12,True,True
TXN_3525754,CUST_06,Beverages,Item_7_Bev,,1.0,,Crjdit Card,In-Store,2024-02-16,True,True
TXN_4279673,CUST_07,Electric Household Essentials,Item_5_Ehe,11.0,,33.0,Credit Card,Online,2023-07-02,True,True
TXN_5035012,CUS1_03,Patasserie,Item_6_Pat,12.5,7.0,87.5,Crekit Card,In-Store,2024-11-27,False,True
TXN_2602744,CU9T_16,Computers And Electric Accessories,Item_9_Cem,17.0,4.0,68.0,Cash,In-Store,2024-12-07,False,True
TXN_8858265,CUST_18,Electric Household Essentials,Item_23_Ehe,38.0,1.0,38.0,Cash,Online,2024-04-18,False,True
TXN_8884438,CUST_02,Furniture,Item_15_Fur,26.0,6.504610821513939,130.0,Cash,In-Store,2024-03-21,False,True
TXN_1558480,CUST_10,Electric Household Essentials,Item_23vEhe,38.0,3.0,114.0,Credit Card,Online,2023-03-09,False,True
TXN_5732366,CUST_09,Furnitnre,Item_10_Fur,18.5,6.0,111.0,Cash,In-Stort,2022-02-15,True,True
,CUST_07,Beverages,Item_21_Bev,35.0,10.0,350.0,Cash,Online,2023-12-31,True,True
TXN_2525596,CUST_14,Electric Household Essentials,Item_19_Ehe,32.0,2.0,64.0,Credit Carx,In-Store,2024-06-27,False,True
TXN_5582373,,Furnpture,Item_14_Fur,-24.5,4.0,98.0,Credit Card,Online,2023-01-08,False,True
TXN_1238927,CUST_01,Patisserie,Item_7_Pat,14.0,-1.0,14.0,Dvgital Wallet,In-Storv,2022-12-23,True,True
TXN_5629281,CUST_20,Computers And Electric Accessories,Item_21pCea,35.0,-6.0,-210.0,Cash,Online,2024-04-12,False,True
TXN_5824634,CUST_12,Butchers,Item_19_But,32.0,4.0,128.0,Digitbl Wallet,Ip-Store,2022-05-24,True,True
TXN_4443574,CUST_08,Butchers,Nan,23.0,6.0,-138.0,Digital Wallet,Online,2024-01-08,False,True
TXN_1423789,,sood,Item_17_Food,29.0,10.0,290.0,Cath,Online,2023-11-03,False,True
TXN_3958528,,Electric Household Essentials,Item_9_Ehe,17.0,1.0,17.0,Cash,Onlbne,2023-03-13,True,True
,CUST_15,Computers And Electric Accessories,Item_1_Cea,6.624626346431695,9.0,45.0,Digioal Wallet,Online,2022-06-23,False,True
TXN_7075397,CUST_02,Food,Item_18_Food,30.5,5.0,,Digital Wallet,Online,,False,True
TXN_9621073,CUST_02,Food,Item_14_Food,24.5,2.0,97.0037131780992,wash,In-Storn,2023-09-07,True,True
TXN_3138109,,Butchers,Item_6_uut,12.5,10.0,125.0,Credit Card,Online,2024-03-08,True,True
,CUST_04,Patisserie,Item_23_Paf,38.0,-10.0,380.0,Cash,Online,2022-06-09,False,True
TXN_8229465,,Furniture,Itemb6_Fur,12.5,7.888785038694799,125.0,Digital Wallet,In-Store,2024-11-10,False,True
,CUST_16,Patisserie,Item_4_Pat,9.5,,28.5,Credit Card,In-Store,2024-01-09,False,True
TXN_1869204,,Butchers,Item_21iBut,35.0,,175.0,Digital Wallet,In-Store,2023-10-25,True,True
TXN_4024714,CUST_13,Food,Nan,30.5,,183.0,Credit Card,Onlind,2024-04-10,True,True
TXN_8151129,CUST_24,Furnituae,Item_20_Fur,33.5,8.0,268.0,Cash,In-Store,,False,True
TXN_3839719,,Furniture,Item_8_Fur,15.5,5.0,77.5,Digital Wallet,In-Store,2022-05-10,False,True
TXN_5000043,CUST_20,Patisserie,Item_7_Pat,25.74855744501146,2.0,28.0,Digital Wallet,Online,2022-04-20,True,True
,CUST_11,Electric Household Essentials,Item_8_Ehe,15.5,5.0,77.5,Credit Card,In-Store,2022-03-22,False,True
TXN_3882852,CUST_07,Milk Products,Nan,23.0,2.0,46.0,Digital Wallet,InfStore,2023-02-24,True,True
,CUST_19,Patisserie,Item_19_Pat,32.0,4.0,128.0,Cash,Online,2024-03-05,False,True
TXN_1540809,,Butchers,Item_2_But,6.5,6.0,39.0,Credit Card,Online,2022-08-19,True,True
TXN_4425516,CUST_23,Computers And Eqectric Accessories,Item_17_Cea,29.0,9.0,261.0,Digital Wallet,Online,2022-06-21,True,True
,CUST_B3,Electric Household Essentials,Item_11_Ehe,20.0,8.0,160.0,Credit Card,In-Store,2023-08-18,False,True
,CUST_17,Bevercges,Item_12_Bev,21.5,8.0,172.0,Credit Card,In-Store,,True,True
TXN_8623799,CUST_24,Electric Household Essentials,Item_5_Ehe,,1.0,,Cash,Online,2024-04-24,False,True
TXN_1316715,CUST_05,Beverages,Item_16_Bev,27.5,2.0,55.0,Digital Wallet,Onlinh,2023-12-30,False,True
TXN_6560074,CUST_16,Patisserie,Item_12_Pat,21.5,10.0,-215.0,gredit Card,In-Store,2024-05-08,False,True
1XN_4185893,CUST_06,Furniture,Item_6_Fur,,3.0,37.5,Digital Wallet,In-Store,2022-10-08,False,True
,CUST_12,Patisserir,Item_20_Pat,33.5,7.0,234.5,Credit Card,In-Store,2024-01-20,True,True
TXN_5555336,,Beverages,Item_8_Bev,15.5,8.0,124.0,Cash,In-Store,2024-10-09,False,True
TXN_5172276,,Electric Household Essentials,Itec_22_Ehe,,5.0,182.5,Digital Wallet,In-Store,2022-03-20,False,True
TXN_9967438,CUST_02,Milk Products,Item_16_Milk,27.5,2.0,35.77144796356933,Digital Wallet,Online,2024-02-22,False,True
TXN_2929D25,CUST_09,Computers And Electric Accessories,Item_16_Cea,20.47413667115664,9.0,247.5,Cash,In-Store,2023-06-16,True,True
TXN_1974758,CUST_04,Beverages,Item_12_Bev,21.5,2.0,43.0,Casb,Id-Store,2022-07-31,True,True
TXN_6696792,CUST_19,Furniture,Item_25_Fur,41.0,8.0,328.0,Cahh,Online,,False,True
TXN_2414726,CU4T_13,Fold,Item_4_Food,9.5,4.0,38.0,Cash,Online,,False,True
,CUST_03,Bevcrages,Item_21_Bev,35.0,8.0,280.0,Cjedit Card,In-Store,2023-05-28,False,True
TXN_1018578,CUST_10,Computers And Electric Accessories,Ites_10_Cea,18.5,3.395510468213234,55.5,Cash,Online,2023-01-17,True,True
TXN_8595871,CPST_12,Butchers,Nan,36.5,6.0,-219.0,Credit Card,Online,2023-06-20,False,True
TXN_2940238,CUOT_16,Electric Household Essentials,Item_2_Ehe,6.5,2.0,-13.0,Credit Card,Online,2022-07-28,False,True
TXN_5102434,CUST_10,Beverages,Nan,21.5,6.0,-129.0,Credit Card,Online,2024-01-06,False,True
,CUST_09,Computers And Electric Accesaories,Item_23_Cea,65.33840760338954,1.0,38.0,Cash,Online,2023-08-19,False,True
TXN_8331386,CUST_24,Furniture,Item_17_Fur,29.0,7.0,,Digital Wallet,Online,2022-09-09,True,True
TXN_4533445,CUST_07,meverages,Item_24_Bev,39.5,-2.0,79.0,Cash,Online,2024-02-02,True,True
TXN_1796772,CUST_09,Milk Products,Item_23_Milk,38.0,6.0,195.63745315684872,Digital Wallet,In-Store,2023-07-13,True,True
TXN_5356491,CUST_24,Milk Products,Item_3_Milk,8.0,-4.0,32.0,Digital Wallet,Online,2023-09-07,True,True
T1N_1901981,CUST_07,Butchers,Item_21_But,35.0,5.0,175.0,Digital Wallet,Online,2024-04-28,False,True
TXN_50270C9,CUST_08,Baverages,Item_3_Bev,8.0,5.0,40.0,Cash,In-Store,2024-10-12,True,True
TXN_2684604,CUST_06,Computers And Electric eccessories,Iteu_7_Cea,14.0,3.0,42.0,eigital Wallet,In-Store,2024-03-07,True,True
TXN_6591705,,Butchers,Item_22_But,36.5,6.0,219.0,Digital Wallet,Online,2023-04-01,False,True
TXN_6834397,CUST_09,Butchers,Nan,23.0,9.0,207.0,Cash,Onlyne,2022-09-29,False,True
TXN_3684265,CUOT_15,Food,Item_6_Food,12.5,10.0,125.0,Credit Card,Online,2023-12-15,True,True
TXN_1852878,CUST_07,Patisserne,Item_24_Pat,39.5,10.0,,tredit Card,In-Store,2023-06-19,True,True
TXN_6954438,CUST_13,Butchers,Item_23_But,38.0,1.0,38.0,Casl,Online,2024-02-08,False,True
TXN_6064040,CUST_08,Computers And Electric Accessories,Item_15_Cea,44.6414899353744,,156.0,Cash,Online,2023-06-08,False,True
TXN_6559162,CUST_14,Fowd,Item_17_Food,29.0,16.99733971019535,261.0,Caxh,Online,2024-01-26,True,True
,CUST_11,Beverages,Item_20_Bev,33.5,3.0,100.5,Cash,Online,2022-03-11,False,True
TXN_9W70030,CUST_23,Milk Producrs,Item_11_gilk,20.0,4.0,80.0,Digital Wallet,Online,2022-08-02,False,True
TXN_7918707,CUST_01,Beverages,Item_10_Bev,36.45473767459771,-5.0,92.5,Credit Card,In-Store,2022-03-10,True,True
TXN_8393818,CUJT_13,Butchers,Item_24_But,39.5,1.0,39.5,Digital Wallet,Online,2023-12-31,False,True
TXN_1212058,CUST_07,Electric Household Essentials,Item_12_Ehe,21.5,1.0,21.5,Cash,Online,2023-03-18,True,True
TXN_3476786,CUST_07,Beverages,Item_12_Bev,21.5,,86.0,Digital Wallet,In-Store,2023-05-21,False,True
TXN_7272038,CUST_09,Computers And Electric Accdssories,Item_22_Cea,36.5,1.0,-36.5,Cash,In-Store,2022-04-27,False,True
TXN_2271740,CUST_01,Furniture,Item_11_Fur,-20.0,4.0,80.0,Digital nallet,In-Store,2023-01-06,False,True
TXN_4324860,CUST_15,Furnituue,Item_24_Fur,-39.5,6.0,237.0,Credit Card,Online,2024-07-15,False,True
TXN_6981473,CUST_17,Bevlrages,Nan,21.5,6.0,-129.0,Cash,In-Store,2022-01-23,True,True
TXN_5189317,CUST_09,Milk Products,Item_8_Milk,15.5,,46.5,Credit Card,In-Store,2024-12-16,False,True
TXN_5936766,CUST_20,Patisgerie,Item_22_Paa,36.5,5.0,182.5,Credit Card,Online,2024-12-22,True,True
TXN_5913491,CUST_07,Food,Item_20_Food,33.5,6.0,201.0,Digital Wallet,Online,,True,True
TXN_2221233,CUST_24,Patisserie,Ikem_24_Pat,39.5,10.0,229.47638875257323,Cash,In-Store,2022-01-05,False,True
TXN_2477784,CUST_16,Electiic Household Essentials,Item_10_Ehe,18.5,0.6125799701644721,18.5,Digstal Wallet,Online,2022-04-24,False,True
TXN_5559800,CUST_01,Food,Item_12_Food,,8.0,172.0,Digital Wallet,In-Store,,False,True
TXN_5210938,CUST_10,Beverages,Item_5_Bev,-11.0,,-88.0,Credit Card,In-Store,2022-11-30,False,True
TXN_2279017,CUST_09,Furnitude,Item_2_Fur,6.5,8.0,52.0,Digital Wallet,In-Store,,False,True
TXN_30N5712,CUST_05,Furniture,Item_2x_Fur,33.5,6.0,200.0244634604863,Digital Wallet,In-Store,2023-04-21,True,True
,CUST_03,Food,Nan,23.0,10.0,230.0,Credit Card,Online,2022-05-26,False,True
TXN_6036571,,Food,Item_3_Food,8.0,6.0,48.0,Cash,In-Store,2022-10-15,False,True
,CUST_23,Furniture,Item_6_Fur,12.5,2.0,-25.0,Digital Wallet,In-Store,2023-05-30,False,True
TXN_2253495,CUST_21,Butxhers,Item_19_But,32.0,5.0,160.0,Digital Walpet,Online,2024-06-25,False,True
TXN_237491G,CUST_24,Furniture,Itemh8_Fur,15.5,10.0,155.0,Cash,In-Store,2022-03-31,False,True
TXN_9810114,,Milg Products,Item_3_Milk,8.0,1.0,8.0,Canh,Online,2023-08-14,False,True
TXN_7824771,CIST_24,Furniture,Item_18_Fur,30.5,3.0,91.5,Digital Wallet,Online,2023-12-25,True,True
TXN_5389189,CUSS_04,Beverages,Item_4_Bev,9.5,8.0,76.0,Cash,In-Store,2024-12-23,True,True
TXN_1029810,CUST_23,Bukchers,Item_1_But,5.0,4.0,20.0,Cysh,In-Store,2022-08-02,False,True
